ID,target,oof_prediction,oof_catboost
ID_EA56384665,0,0.006651513,0.006651513
ID_637AB592A5,1,0.81893414,0.81893414
ID_B0F1794098,0,0.01697914,0.01697914
ID_2FC57EAB2E,1,0.79563683,0.79563683
ID_FD843A3F5D,0,0.2342977,0.2342977
ID_0B0B49790E,0,0.018969806,0.018969806
ID_01745A3887,0,0.023659283,0.023659283
ID_95C740413B,1,0.82595176,0.82595176
ID_0B0BF8FB48,0,0.10877006,0.10877006
ID_88B5AB8373,0,0.102361426,0.102361426
ID_0CE82F1F3D,0,0.6743816,0.6743816
ID_223F338B99,0,0.006476582,0.006476582
ID_FA2F24DFCF,0,0.017397579,0.017397579
ID_AEDF10D041,0,0.029570695,0.029570695
ID_821D269AC6,1,0.21287873,0.21287873
ID_15B31D0121,0,0.053219017,0.053219017
ID_FEA5D773FD,0,0.007097851,0.007097851
ID_0BE78E056B,0,0.048535813,0.048535813
ID_C4D5DA8874,0,0.009058967,0.009058967
ID_5C3EA0AA45,0,0.5409737,0.5409737
ID_BD0B58C6C6,1,0.92544097,0.92544097
ID_4987E90722,0,0.304994,0.304994
ID_2A614B971A,1,0.34689215,0.34689215
ID_F9937021D0,0,0.09909878,0.09909878
ID_86681608C9,0,0.020346042,0.020346042
ID_EF889C9F80,0,0.008036365,0.008036365
ID_CA37876ED3,0,0.031022515,0.031022515
ID_6B5E233587,0,0.07688131,0.07688131
ID_175F60E553,0,0.012374885,0.012374885
ID_3165B056FF,0,0.010698857,0.010698857
ID_1CD4F4AD73,1,0.9468397,0.9468397
ID_A89D6D461E,0,0.47115493,0.47115493
ID_CADC3FD90F,0,0.08822648,0.08822648
ID_C844821C10,0,0.049552895,0.049552895
ID_A4FD0FABB5,1,0.3020933,0.3020933
ID_FA09216064,0,0.04021815,0.04021815
ID_B178E53536,0,0.0069122356,0.0069122356
ID_65717E0BA9,0,0.016042586,0.016042586
ID_DC412C6BA9,1,0.711426,0.711426
ID_86A327773D,0,0.02589463,0.02589463
ID_F81BD52B56,0,0.047137763,0.047137763
ID_4849300D94,0,0.34097055,0.34097055
ID_36EA4479D4,0,0.036641844,0.036641844
ID_5C68CF9E6C,0,0.031037096,0.031037096
ID_142F6CAE30,0,0.014558858,0.014558858
ID_DE6762859D,0,0.05345702,0.05345702
ID_15F54507E5,0,0.10023715,0.10023715
ID_E07556418D,1,0.41108197,0.41108197
ID_C513E9DC82,0,0.41976282,0.41976282
ID_1163A35B7C,1,0.6439402,0.6439402
ID_B27C902258,0,0.010448953,0.010448953
ID_FCE189A58D,0,0.033133626,0.033133626
ID_586582275D,0,0.19004063,0.19004063
ID_0BC2975133,0,0.060839906,0.060839906
ID_96FAE51D6B,0,0.5845427,0.5845427
ID_164845C2D9,0,0.05570577,0.05570577
ID_4154ABD725,0,0.0158136,0.0158136
ID_F3DB339FF3,0,0.009748751,0.009748751
ID_A0D1A70B32,0,0.007856445,0.007856445
ID_3823698DC4,1,0.8413243,0.8413243
ID_99DC2C6C4C,0,0.01610818,0.01610818
ID_98BCEC6A9B,0,0.024704104,0.024704104
ID_529727AC34,0,0.06568562,0.06568562
ID_86F5B3BB9D,0,0.01831985,0.01831985
ID_3B00526086,0,0.022496382,0.022496382
ID_4B481B7749,0,0.13770333,0.13770333
ID_1B4E6EBD1C,0,0.03211803,0.03211803
ID_EE6D3225FC,0,0.36245018,0.36245018
ID_AE183A1A88,0,0.022226682,0.022226682
ID_D8BFFEA889,0,0.0075320383,0.0075320383
ID_9202BC72B3,0,0.04012046,0.04012046
ID_8D4F92705A,0,0.085032076,0.085032076
ID_422C2CED59,1,0.017858159,0.017858159
ID_7F1681505B,1,0.11730676,0.11730676
ID_2CFA5A94FD,0,0.025481947,0.025481947
ID_26A51A0BA1,1,0.5609026,0.5609026
ID_014F8E39B0,0,0.0054748026,0.0054748026
ID_E574B6E30F,0,0.01087698,0.01087698
ID_D556461ECB,0,0.08769561,0.08769561
ID_496CACBC83,0,0.35658163,0.35658163
ID_F7D32DA997,0,0.049644787,0.049644787
ID_85E5F8D684,0,0.095549755,0.095549755
ID_ABCB658270,0,0.114008844,0.114008844
ID_794BF6B8EB,0,0.07115216,0.07115216
ID_B710EE8A5E,0,0.009229293,0.009229293
ID_2917477431,0,0.014142661,0.014142661
ID_2191FBCB4D,0,0.007659114,0.007659114
ID_4075D549E3,0,0.06455058,0.06455058
ID_37DCAB6638,0,0.038895372,0.038895372
ID_B4F4246B7C,1,0.5488481,0.5488481
ID_0F1FBD2C79,0,0.012846447,0.012846447
ID_767BEC06DC,0,0.09314574,0.09314574
ID_2218EEE8BE,0,0.011647894,0.011647894
ID_FA598E0CFD,0,0.0061792275,0.0061792275
ID_5BEB982151,1,0.9255386,0.9255386
ID_D5FC90ED4F,0,0.0124284625,0.0124284625
ID_2DBE9C9ABB,0,0.111947834,0.111947834
ID_178824BABB,0,0.01406624,0.01406624
ID_3A4385CAB1,0,0.0146637205,0.0146637205
ID_84C1F92C40,1,0.07729344,0.07729344
ID_A5B3345BD6,0,0.0073871072,0.0073871072
ID_8FA94A4D76,0,0.1158481,0.1158481
ID_BFFFA202D3,0,0.14944592,0.14944592
ID_9E649B3E2A,0,0.05373155,0.05373155
ID_1DE6E1B564,0,0.0062568914,0.0062568914
ID_CC499AEDFF,1,0.9822303,0.9822303
ID_0179C99439,0,0.0774365,0.0774365
ID_2D90F8A2D2,0,0.017576635,0.017576635
ID_788EEA359D,0,0.020632425,0.020632425
ID_3A0D115567,0,0.017579297,0.017579297
ID_323922AE99,0,0.05981142,0.05981142
ID_8FB6AA4FEE,0,0.12589315,0.12589315
ID_90140EA508,0,0.05828119,0.05828119
ID_C48AD5CC33,0,0.0067724576,0.0067724576
ID_6A7D7DC8C9,0,0.010029953,0.010029953
ID_49E12BDCF0,0,0.020758893,0.020758893
ID_36356CA3C5,0,0.13479024,0.13479024
ID_7F30F94C0F,0,0.17120412,0.17120412
ID_8E55C41460,0,0.03156335,0.03156335
ID_009C740DF0,0,0.054171916,0.054171916
ID_F407B3E1A1,0,0.033087697,0.033087697
ID_6527351369,0,0.007738956,0.007738956
ID_FF66E52BA0,0,0.0033374166,0.0033374166
ID_4FF4243F11,0,0.016319115,0.016319115
ID_4D1F775EEE,0,0.20854336,0.20854336
ID_EF0D28B90E,0,0.0072867014,0.0072867014
ID_35A37A5061,1,0.07278294,0.07278294
ID_3BC17B0283,0,0.0070773037,0.0070773037
ID_887FFD97F4,0,0.23583828,0.23583828
ID_13336C4BFE,0,0.0068788193,0.0068788193
ID_ED96135A25,0,0.03687025,0.03687025
ID_B6F6A47AEB,0,0.0066766497,0.0066766497
ID_0B7AF5B8F9,0,0.12410368,0.12410368
ID_CBD44F0062,0,0.007066274,0.007066274
ID_D2CE46E785,0,0.027332883,0.027332883
ID_1BA105E591,0,0.013420988,0.013420988
ID_33B4FDACD9,0,0.050635476,0.050635476
ID_8BFB7672EA,0,0.08511394,0.08511394
ID_E85E7C7766,0,0.012686675,0.012686675
ID_59BEFE1039,0,0.034876347,0.034876347
ID_D9FD6F9E51,0,0.009444206,0.009444206
ID_D0D4603D97,1,0.1266338,0.1266338
ID_5DEA1A08D2,0,0.07424173,0.07424173
ID_CCB29E935D,0,0.0137479715,0.0137479715
ID_14CC8266D3,0,0.018566176,0.018566176
ID_ACDBDE9406,0,0.0053141587,0.0053141587
ID_B02880C859,1,0.44351596,0.44351596
ID_C8C056919A,0,0.30189288,0.30189288
ID_C0DDDBCCAB,0,0.082532845,0.082532845
ID_AE58292F7A,0,0.3951518,0.3951518
ID_C8B48B0D8C,0,0.020555416,0.020555416
ID_74D82C42ED,1,0.46736705,0.46736705
ID_9CDA6D97EE,0,0.27616233,0.27616233
ID_6D71FFCE74,0,0.057282787,0.057282787
ID_BC165A7047,0,0.17208736,0.17208736
ID_80854A4CD1,0,0.01176644,0.01176644
ID_B47D72798E,0,0.009241122,0.009241122
ID_31949966B7,0,0.03520055,0.03520055
ID_168FA2C713,0,0.05425051,0.05425051
ID_EF5B6D237D,0,0.08259797,0.08259797
ID_3AFF484789,0,0.27498493,0.27498493
ID_764531AAF9,0,0.046745833,0.046745833
ID_CD4816B1C7,0,0.08862866,0.08862866
ID_B527916891,0,0.006402346,0.006402346
ID_FA6D486177,0,0.13703455,0.13703455
ID_B443D8A955,0,0.017015703,0.017015703
ID_9B1D804682,0,0.20085606,0.20085606
ID_917C56CAF9,0,0.012885636,0.012885636
ID_E064238C48,0,0.017889908,0.017889908
ID_B8ABBCF15A,0,0.070225045,0.070225045
ID_76537C8F60,0,0.0732329,0.0732329
ID_5B9A93B94E,0,0.102471866,0.102471866
ID_66D6DAA73D,0,0.03503789,0.03503789
ID_AFBECF1B1E,1,0.053645533,0.053645533
ID_11AA27D754,0,0.122953646,0.122953646
ID_7AFED31FB6,0,0.046348408,0.046348408
ID_EBC8E9C180,0,0.030702608,0.030702608
ID_78A5A7E27C,0,0.06827195,0.06827195
ID_0AB95F5428,0,0.18281466,0.18281466
ID_7BDBE50B9F,0,0.16210783,0.16210783
ID_E290678014,1,0.85641384,0.85641384
ID_E05478EA20,1,0.44956437,0.44956437
ID_EF89B5E033,0,0.012338057,0.012338057
ID_97E5D2CA7F,1,0.10235003,0.10235003
ID_16D1F2B166,0,0.33934122,0.33934122
ID_C483BFFCCB,0,0.036572628,0.036572628
ID_13BF0E2DEE,0,0.017535951,0.017535951
ID_7759E70317,0,0.07708209,0.07708209
ID_71BFDE0EA2,0,0.249845,0.249845
ID_5D2FA89CA5,0,0.17219175,0.17219175
ID_93A0F962AF,0,0.014462895,0.014462895
ID_26E99A160F,0,0.05668194,0.05668194
ID_0E18FA5476,0,0.1834425,0.1834425
ID_9D8C5F5A7D,0,0.012837811,0.012837811
ID_C417A1C0BF,0,0.60056037,0.60056037
ID_ED7ADBCF82,0,0.025371233,0.025371233
ID_D48093B71D,0,0.02669654,0.02669654
ID_38E46CF3B9,0,0.02023776,0.02023776
ID_6C5F9ED697,1,0.93000257,0.93000257
ID_6B8BA343C2,0,0.44800264,0.44800264
ID_C2FDF80467,0,0.3763141,0.3763141
ID_FE40D1E343,0,0.062976494,0.062976494
ID_A9112B090E,0,0.17009012,0.17009012
ID_1AFE7F399A,0,0.21676895,0.21676895
ID_22F350A792,1,0.042420942,0.042420942
ID_5626D6C38F,0,0.12788649,0.12788649
ID_130C2DDBC7,0,0.15551078,0.15551078
ID_0762CA4559,0,0.26588407,0.26588407
ID_93FFA53E98,1,0.5474835,0.5474835
ID_72D601A070,1,0.7323524,0.7323524
ID_27D4B84D09,0,0.06588428,0.06588428
ID_6ED4920B18,0,0.008409773,0.008409773
ID_88DDF6AFD4,0,0.03685786,0.03685786
ID_4FCDB64CB6,0,0.019784747,0.019784747
ID_0ED9C1A6E4,0,0.10546348,0.10546348
ID_FF48C11034,0,0.14402832,0.14402832
ID_EAE233CBF6,1,0.1656193,0.1656193
ID_1A449F73F3,0,0.7218867,0.7218867
ID_49E9258CEF,0,0.07952372,0.07952372
ID_4CFF0F70C4,1,0.034732502,0.034732502
ID_0714C6E50D,0,0.07699008,0.07699008
ID_610B3D335B,0,0.021313978,0.021313978
ID_8B59308A83,0,0.02133696,0.02133696
ID_CDED616D0E,0,0.19321725,0.19321725
ID_13C3AACC2E,0,0.00900386,0.00900386
ID_673A6BC3E4,0,0.02366295,0.02366295
ID_62196FAC7E,1,0.10431979,0.10431979
ID_E681F3E73E,0,0.011790621,0.011790621
ID_D3A11F762D,0,0.020607242,0.020607242
ID_1E5A4E4543,0,0.07792091,0.07792091
ID_D57939C073,1,0.049584296,0.049584296
ID_C1FE21BAB7,0,0.049007975,0.049007975
ID_8EFEB990C6,0,0.24265604,0.24265604
ID_D2A0F4340E,0,0.008844258,0.008844258
ID_5BCCFDE86D,0,0.029348532,0.029348532
ID_11DB303BA4,0,0.23415053,0.23415053
ID_269C4538CD,0,0.006260969,0.006260969
ID_1B1D7C13C7,0,0.05920568,0.05920568
ID_2E44E5BA08,0,0.08152796,0.08152796
ID_4E19E064AE,0,0.008012577,0.008012577
ID_C598CE4446,0,0.13681357,0.13681357
ID_0E4B7BEBB7,0,0.11918197,0.11918197
ID_13416D5477,0,0.012275184,0.012275184
ID_8970515CEA,0,0.03689851,0.03689851
ID_149F0206DD,0,0.04562973,0.04562973
ID_70C94E069E,0,0.005756768,0.005756768
ID_3582A0A09F,0,0.023999732,0.023999732
ID_C53FD78422,0,0.024146419,0.024146419
ID_BF0618DD80,0,0.013301224,0.013301224
ID_5027E6C199,0,0.014962846,0.014962846
ID_0D1F627463,1,0.55223936,0.55223936
ID_0F5BFE4FBC,0,0.007191158,0.007191158
ID_916F14FED8,1,0.6741085,0.6741085
ID_A5386DE3DC,0,0.016682811,0.016682811
ID_955A52F89B,0,0.07781481,0.07781481
ID_AAFE727E98,0,0.13382669,0.13382669
ID_E6F40A5C7D,0,0.016733104,0.016733104
ID_847E415213,0,0.0131901745,0.0131901745
ID_64B76749B7,0,0.027013985,0.027013985
ID_5CBDE25A4C,0,0.009118218,0.009118218
ID_449C199533,0,0.005049606,0.005049606
ID_EEC10C7F1D,0,0.7575024,0.7575024
ID_0F58E8FAEF,0,0.009655095,0.009655095
ID_73BE716015,0,0.066270955,0.066270955
ID_DAD81D39A6,1,0.38318923,0.38318923
ID_34403D1572,0,0.45130676,0.45130676
ID_D013060E62,0,0.041377112,0.041377112
ID_4ED2480B8B,0,0.40011024,0.40011024
ID_D01C154D36,0,0.00830406,0.00830406
ID_E139908710,0,0.085044414,0.085044414
ID_52D0D7E08A,0,0.0119248405,0.0119248405
ID_C420C3A2DC,1,0.3493181,0.3493181
ID_74EE893DF5,0,0.026725003,0.026725003
ID_2DC57B45FD,0,0.013631689,0.013631689
ID_D447E88FAF,0,0.023645474,0.023645474
ID_F5B2810FB5,0,0.044315826,0.044315826
ID_1520E0A1DF,0,0.39353284,0.39353284
ID_820F4BBCC8,0,0.03301303,0.03301303
ID_4FA76629E5,0,0.17081551,0.17081551
ID_09A0F505A7,0,0.014829018,0.014829018
ID_BC59821E04,0,0.010662332,0.010662332
ID_1B91D22722,1,0.47189593,0.47189593
ID_C7F88FC1FA,0,0.05680713,0.05680713
ID_D0F23B790C,0,0.017669637,0.017669637
ID_F6886E5A80,0,0.010453078,0.010453078
ID_CA40249A17,1,0.7733757,0.7733757
ID_9DC3CDC6AD,0,0.031566788,0.031566788
ID_2A81C0639E,0,0.015281704,0.015281704
ID_EE0223C051,0,0.1892347,0.1892347
ID_F226E4072F,0,0.0056024105,0.0056024105
ID_C12B55F7BC,1,0.043393385,0.043393385
ID_CD63860818,0,0.008858229,0.008858229
ID_FADBA19304,1,0.8772812,0.8772812
ID_E6DE94AE28,0,0.50948524,0.50948524
ID_CAE4F82E78,0,0.0041845767,0.0041845767
ID_5ACBC9DED3,0,0.012235812,0.012235812
ID_0A60E09CF0,0,0.044122655,0.044122655
ID_F6FE76FB01,0,0.012096953,0.012096953
ID_CC90653DE5,0,0.01795719,0.01795719
ID_2459FCAA14,0,0.060461838,0.060461838
ID_0301E86BCC,0,0.062308986,0.062308986
ID_CB10E0C05A,0,0.05043996,0.05043996
ID_D4156E73AA,1,0.079650454,0.079650454
ID_4F0AD77860,0,0.05034603,0.05034603
ID_DC6C600DF3,0,0.008231153,0.008231153
ID_177621E174,0,0.016671814,0.016671814
ID_6437B2B199,0,0.44021317,0.44021317
ID_93FFB07B2F,0,0.051069107,0.051069107
ID_62150694AE,0,0.02441482,0.02441482
ID_B17A5A006A,0,0.0354145,0.0354145
ID_F287EB5271,0,0.039227877,0.039227877
ID_DF4C07C881,0,0.060957246,0.060957246
ID_A797D351F2,0,0.10391589,0.10391589
ID_F89E119039,0,0.2943573,0.2943573
ID_5C2D9BDDB9,0,0.01945385,0.01945385
ID_4E1091FCF9,0,0.032030594,0.032030594
ID_B7EE4429E7,1,0.906532,0.906532
ID_82E7C0B1AA,0,0.27251336,0.27251336
ID_983E444F24,0,0.049479593,0.049479593
ID_DB8AD368AA,0,0.006716348,0.006716348
ID_DA4450D6C0,0,0.011548356,0.011548356
ID_A98771910A,1,0.60565203,0.60565203
ID_B03E14BEAA,0,0.022103742,0.022103742
ID_C9E136A474,0,0.15276064,0.15276064
ID_E5CA1204F7,0,0.34938693,0.34938693
ID_C1788A6993,0,0.014082932,0.014082932
ID_8840F7E585,0,0.05430244,0.05430244
ID_195142E99C,0,0.5604196,0.5604196
ID_1B9D26501F,0,0.14530016,0.14530016
ID_BF1E1713C6,0,0.030649045,0.030649045
ID_C3CEC9E2D8,0,0.017174365,0.017174365
ID_E25A950CF3,0,0.005958475,0.005958475
ID_EBE34B712F,0,0.01938241,0.01938241
ID_6F2CFF17DF,1,0.53251547,0.53251547
ID_2A47F027AC,1,0.6999229,0.6999229
ID_C7ACF1D3FC,0,0.019929353,0.019929353
ID_299C5857DF,0,0.08952461,0.08952461
ID_D20397E4F7,0,0.013127556,0.013127556
ID_31F9371D7B,0,0.15072803,0.15072803
ID_9F2E612A4A,0,0.20224614,0.20224614
ID_1D64D1864B,1,0.3522626,0.3522626
ID_E681FE7A37,0,0.05865352,0.05865352
ID_49E80A2F8A,0,0.021453021,0.021453021
ID_48AB78F308,0,0.07395758,0.07395758
ID_928C8CECE6,0,0.012130733,0.012130733
ID_B5B13FB91E,0,0.1832783,0.1832783
ID_7761E86F00,0,0.017510414,0.017510414
ID_EB555589A1,0,0.01627843,0.01627843
ID_51AD56796B,1,0.8475118,0.8475118
ID_17647459C4,0,0.0062305084,0.0062305084
ID_75CA51C112,0,0.052283693,0.052283693
ID_CD9DF6D4ED,0,0.010561833,0.010561833
ID_B6BFD97CD2,0,0.007490298,0.007490298
ID_B57C380204,0,0.01244375,0.01244375
ID_C12E373802,0,0.3392676,0.3392676
ID_BC5E3E0370,0,0.08724588,0.08724588
ID_BA4E20C659,0,0.020391919,0.020391919
ID_0337BB0214,0,0.059967637,0.059967637
ID_D7C515DD62,0,0.027978031,0.027978031
ID_D65B643DF0,0,0.025993183,0.025993183
ID_D285C746C6,0,0.013302085,0.013302085
ID_F92AD457FA,0,0.013125927,0.013125927
ID_00148760E8,0,0.024284715,0.024284715
ID_73A6E9B8CD,0,0.032335177,0.032335177
ID_742F36AEF6,0,0.026069375,0.026069375
ID_1FA08C5EE6,0,0.063784756,0.063784756
ID_158FA55EB8,0,0.024534712,0.024534712
ID_BF1BD83DD6,0,0.03448982,0.03448982
ID_9E70224258,1,0.7964398,0.7964398
ID_D9A6D67F2A,0,0.009801604,0.009801604
ID_50D39C7CC3,1,0.26280853,0.26280853
ID_F5FB1B5382,0,0.021799646,0.021799646
ID_81C0F021B5,0,0.049276955,0.049276955
ID_A9D4408F17,0,0.11484951,0.11484951
ID_961FADEEC0,0,0.044494558,0.044494558
ID_8B784E67EC,0,0.020154554,0.020154554
ID_36F2A95C0C,0,0.0850472,0.0850472
ID_97F8E6F344,0,0.03916997,0.03916997
ID_E400E15559,0,0.013822383,0.013822383
ID_57D86D6B54,0,0.37625086,0.37625086
ID_5B81EB5C0C,0,0.01013872,0.01013872
ID_177A4B1757,0,0.020065168,0.020065168
ID_CFF4B9CBE4,1,0.98967606,0.98967606
ID_31EF48CEFC,0,0.12872908,0.12872908
ID_1F88B07212,0,0.07607152,0.07607152
ID_D77FB582AB,0,0.31854102,0.31854102
ID_ADAEB50A8A,0,0.11089833,0.11089833
ID_C1F268DE28,0,0.010406278,0.010406278
ID_7DAAEA6112,1,0.996276,0.996276
ID_3A0276AB99,1,0.8136717,0.8136717
ID_FCE1E68084,0,0.10313023,0.10313023
ID_48A8ED1DAF,1,0.49009937,0.49009937
ID_028E3A99E8,0,0.036744725,0.036744725
ID_4260C01120,0,0.20274048,0.20274048
ID_E5CE37D402,0,0.03799807,0.03799807
ID_07D55EFA16,0,0.007912211,0.007912211
ID_30E86826AF,0,0.009060119,0.009060119
ID_2C6C3F5FE6,0,0.15476678,0.15476678
ID_44E8986F9C,0,0.017916992,0.017916992
ID_B9F87BF6A8,0,0.047087524,0.047087524
ID_D0245DE908,0,0.013370444,0.013370444
ID_B21D975013,0,0.016497089,0.016497089
ID_8C27462806,0,0.033269137,0.033269137
ID_4EA516AF57,0,0.018593803,0.018593803
ID_269564B819,0,0.16425335,0.16425335
ID_0775189395,0,0.026880087,0.026880087
ID_3EB7A5205C,0,0.38016927,0.38016927
ID_1A9315C92F,0,0.013486633,0.013486633
ID_93635B7102,0,0.22930525,0.22930525
ID_E96DBEEBBF,0,0.020216797,0.020216797
ID_19DF634EB0,0,0.015205099,0.015205099
ID_B7B8F6B02C,0,0.04184731,0.04184731
ID_6CE4CBED1F,0,0.008342863,0.008342863
ID_477780C7D0,0,0.014053607,0.014053607
ID_5BD0664B7D,0,0.054086283,0.054086283
ID_414D22CC18,1,0.5176111,0.5176111
ID_AC83D75AE6,0,0.30329096,0.30329096
ID_3B5F3F025B,0,0.041292723,0.041292723
ID_5FD1633C6F,0,0.016345354,0.016345354
ID_94EAA7D535,0,0.07191386,0.07191386
ID_54B595E958,0,0.020591693,0.020591693
ID_9D4B0ABEBF,0,0.04615862,0.04615862
ID_1A89AAC9EA,0,0.010622009,0.010622009
ID_B3FA9BBC0E,0,0.041103814,0.041103814
ID_283324C2E4,0,0.097592436,0.097592436
ID_BF1E00A4EA,0,0.27906135,0.27906135
ID_8F74A28B8F,0,0.4949247,0.4949247
ID_5723CDA6EF,0,0.008040071,0.008040071
ID_864DD09FED,0,0.8454278,0.8454278
ID_5BFF454BE3,0,0.022710122,0.022710122
ID_21AFEBB4D7,0,0.026248878,0.026248878
ID_AAE4AF5B12,0,0.05225866,0.05225866
ID_E751FDF739,0,0.0154160755,0.0154160755
ID_265C6DD726,0,0.5305346,0.5305346
ID_E56459BA94,0,0.037375532,0.037375532
ID_EF906F3730,0,0.00573749,0.00573749
ID_CC062F04BC,0,0.018092735,0.018092735
ID_16E3AD7415,0,0.25427276,0.25427276
ID_900839E03B,0,0.010435673,0.010435673
ID_950A611625,1,0.9755285,0.9755285
ID_EC10CE9E21,0,0.49686226,0.49686226
ID_A73E6932C6,0,0.043592628,0.043592628
ID_65C8EA4F38,0,0.015684396,0.015684396
ID_C893254849,0,0.01772989,0.01772989
ID_3BFB097F7F,0,0.006801918,0.006801918
ID_2863F2AA05,1,0.32159415,0.32159415
ID_6D75EDE0C4,1,0.1551123,0.1551123
ID_FF7D5BF0D6,1,0.03659072,0.03659072
ID_480486ADF1,0,0.013076836,0.013076836
ID_B68E5B6E22,0,0.009958926,0.009958926
ID_EB40080748,1,0.55748516,0.55748516
ID_6893A66664,0,0.068536736,0.068536736
ID_8D78BBBE22,0,0.2820579,0.2820579
ID_19060EA799,0,0.007728465,0.007728465
ID_63B57486BB,1,0.12095841,0.12095841
ID_25DF115BAF,0,0.09354226,0.09354226
ID_F86AFA4B35,0,0.33575112,0.33575112
ID_A509FE317F,0,0.030467784,0.030467784
ID_F9793D4BB5,0,0.063137196,0.063137196
ID_A8E802ABB0,0,0.005058905,0.005058905
ID_83FD9C3201,0,0.08135368,0.08135368
ID_17D67B50CA,0,0.21711047,0.21711047
ID_B0EE002581,1,0.52525175,0.52525175
ID_0E7F2A1703,0,0.0072894297,0.0072894297
ID_F2487CBFF0,0,0.087437,0.087437
ID_4A39F43399,0,0.07857663,0.07857663
ID_8D63E61E00,1,0.82919836,0.82919836
ID_3C3E4CDF06,0,0.018731898,0.018731898
ID_C0BD71C8D4,0,0.0064313454,0.0064313454
ID_6130B45CF0,0,0.05127184,0.05127184
ID_DE3044D886,0,0.17896532,0.17896532
ID_C2F783F306,0,0.0074112727,0.0074112727
ID_149E3A149B,0,0.01700987,0.01700987
ID_EB02D23FDE,0,0.032702006,0.032702006
ID_839CD847F8,0,0.023041647,0.023041647
ID_3156AB2C32,0,0.018933373,0.018933373
ID_F48283EAAD,0,0.055866107,0.055866107
ID_9A3F71C5AB,0,0.059985843,0.059985843
ID_3098A4A2D7,0,0.009852706,0.009852706
ID_8C77913FF8,0,0.018775485,0.018775485
ID_9F32D5341C,0,0.022747444,0.022747444
ID_0510151502,0,0.011546552,0.011546552
ID_54FCF6A12E,0,0.13398103,0.13398103
