ID,target,oof_prediction,oof_catboost
ID_DC412C6BA9,1,0.7952967,0.7952967
ID_86A327773D,0,0.020179696,0.020179696
ID_F81BD52B56,0,0.043977287,0.043977287
ID_4849300D94,0,0.2964037,0.2964037
ID_36EA4479D4,0,0.045155536,0.045155536
ID_5C68CF9E6C,0,0.03319723,0.03319723
ID_142F6CAE30,0,0.01307512,0.01307512
ID_DE6762859D,0,0.034270138,0.034270138
ID_15F54507E5,0,0.11821021,0.11821021
ID_E07556418D,1,0.5260486,0.5260486
ID_C513E9DC82,0,0.34959453,0.34959453
ID_1163A35B7C,1,0.57948005,0.57948005
ID_B27C902258,0,0.013530977,0.013530977
ID_FCE189A58D,0,0.029517107,0.029517107
ID_586582275D,0,0.20779186,0.20779186
ID_0BC2975133,0,0.0574811,0.0574811
ID_96FAE51D6B,0,0.43548903,0.43548903
ID_164845C2D9,0,0.08192051,0.08192051
ID_4154ABD725,0,0.017410144,0.017410144
ID_F3DB339FF3,0,0.01240254,0.01240254
ID_A0D1A70B32,0,0.0067143063,0.0067143063
ID_3823698DC4,1,0.91393346,0.91393346
ID_99DC2C6C4C,0,0.012938418,0.012938418
ID_98BCEC6A9B,0,0.033806786,0.033806786
ID_529727AC34,0,0.08034028,0.08034028
ID_86F5B3BB9D,0,0.016801136,0.016801136
ID_3B00526086,0,0.02280476,0.02280476
ID_4B481B7749,0,0.14351794,0.14351794
ID_1B4E6EBD1C,0,0.030805679,0.030805679
ID_EE6D3225FC,0,0.29223007,0.29223007
ID_AE183A1A88,0,0.016299978,0.016299978
ID_D8BFFEA889,0,0.0073948586,0.0073948586
ID_9202BC72B3,0,0.025529057,0.025529057
ID_8D4F92705A,0,0.05602335,0.05602335
ID_422C2CED59,1,0.01400111,0.01400111
ID_7F1681505B,1,0.12779938,0.12779938
ID_2CFA5A94FD,0,0.026517585,0.026517585
ID_26A51A0BA1,1,0.57359743,0.57359743
ID_014F8E39B0,0,0.0040522115,0.0040522115
ID_E574B6E30F,0,0.009777024,0.009777024
ID_D556461ECB,0,0.07616464,0.07616464
ID_496CACBC83,0,0.40458673,0.40458673
ID_F7D32DA997,0,0.052796748,0.052796748
ID_85E5F8D684,0,0.08176638,0.08176638
ID_ABCB658270,0,0.1555404,0.1555404
ID_794BF6B8EB,0,0.102562204,0.102562204
ID_B710EE8A5E,0,0.008186668,0.008186668
ID_2917477431,0,0.011269595,0.011269595
ID_2191FBCB4D,0,0.005696079,0.005696079
ID_4075D549E3,0,0.042393304,0.042393304
ID_37DCAB6638,0,0.03853766,0.03853766
ID_B4F4246B7C,1,0.44698736,0.44698736
ID_0F1FBD2C79,0,0.01416225,0.01416225
ID_767BEC06DC,0,0.078652166,0.078652166
ID_2218EEE8BE,0,0.0122077335,0.0122077335
ID_FA598E0CFD,0,0.008567641,0.008567641
ID_5BEB982151,1,0.9156374,0.9156374
ID_D5FC90ED4F,0,0.014947285,0.014947285
ID_2DBE9C9ABB,0,0.18487099,0.18487099
ID_178824BABB,0,0.022115093,0.022115093
ID_3A4385CAB1,0,0.008329857,0.008329857
ID_84C1F92C40,1,0.09360276,0.09360276
ID_A5B3345BD6,0,0.006791998,0.006791998
ID_8FA94A4D76,0,0.12196668,0.12196668
ID_BFFFA202D3,0,0.12708148,0.12708148
ID_9E649B3E2A,0,0.06493413,0.06493413
ID_1DE6E1B564,0,0.005453274,0.005453274
ID_CC499AEDFF,1,0.9824287,0.9824287
ID_0179C99439,0,0.09498547,0.09498547
ID_2D90F8A2D2,0,0.014280084,0.014280084
ID_788EEA359D,0,0.019430112,0.019430112
ID_3A0D115567,0,0.012476564,0.012476564
ID_323922AE99,0,0.07561649,0.07561649
ID_8FB6AA4FEE,0,0.148264,0.148264
ID_90140EA508,0,0.050423983,0.050423983
ID_C48AD5CC33,0,0.0070726895,0.0070726895
ID_6A7D7DC8C9,0,0.007648134,0.007648134
ID_49E12BDCF0,0,0.016360976,0.016360976
ID_36356CA3C5,0,0.16298285,0.16298285
ID_7F30F94C0F,0,0.12789887,0.12789887
ID_8E55C41460,0,0.029036924,0.029036924
ID_009C740DF0,0,0.050148003,0.050148003
ID_F407B3E1A1,0,0.04137803,0.04137803
ID_6527351369,0,0.008317423,0.008317423
ID_FF66E52BA0,0,0.0031899398,0.0031899398
ID_4FF4243F11,0,0.022075092,0.022075092
ID_4D1F775EEE,0,0.29917413,0.29917413
ID_EF0D28B90E,0,0.005318193,0.005318193
ID_35A37A5061,1,0.08101216,0.08101216
ID_3BC17B0283,0,0.00763293,0.00763293
ID_887FFD97F4,0,0.23999017,0.23999017
ID_13336C4BFE,0,0.0043681813,0.0043681813
ID_ED96135A25,0,0.04539718,0.04539718
ID_B6F6A47AEB,0,0.0063679027,0.0063679027
ID_0B7AF5B8F9,0,0.11739888,0.11739888
ID_CBD44F0062,0,0.0060640266,0.0060640266
ID_D2CE46E785,0,0.04335189,0.04335189
ID_1BA105E591,0,0.010528831,0.010528831
ID_33B4FDACD9,0,0.06601677,0.06601677
ID_8BFB7672EA,0,0.08254529,0.08254529
ID_E85E7C7766,0,0.013463344,0.013463344
ID_59BEFE1039,0,0.036948822,0.036948822
ID_D9FD6F9E51,0,0.010825807,0.010825807
ID_D0D4603D97,1,0.11217169,0.11217169
ID_5DEA1A08D2,0,0.11319051,0.11319051
ID_CCB29E935D,0,0.012813059,0.012813059
ID_14CC8266D3,0,0.017545529,0.017545529
ID_ACDBDE9406,0,0.00561861,0.00561861
ID_B02880C859,1,0.40884292,0.40884292
ID_C8C056919A,0,0.37261593,0.37261593
ID_C0DDDBCCAB,0,0.08409596,0.08409596
ID_AE58292F7A,0,0.5398101,0.5398101
ID_C8B48B0D8C,0,0.020297086,0.020297086
ID_74D82C42ED,1,0.31522858,0.31522858
ID_9CDA6D97EE,0,0.28671333,0.28671333
ID_6D71FFCE74,0,0.05961275,0.05961275
ID_BC165A7047,0,0.18146385,0.18146385
ID_80854A4CD1,0,0.010102379,0.010102379
ID_B47D72798E,0,0.011996729,0.011996729
ID_31949966B7,0,0.040280953,0.040280953
ID_168FA2C713,0,0.048894454,0.048894454
ID_EF5B6D237D,0,0.08194028,0.08194028
ID_3AFF484789,0,0.2823827,0.2823827
ID_764531AAF9,0,0.04056581,0.04056581
ID_CD4816B1C7,0,0.07655745,0.07655745
ID_B527916891,0,0.007850704,0.007850704
ID_FA6D486177,0,0.13926834,0.13926834
ID_B443D8A955,0,0.014014364,0.014014364
ID_9B1D804682,0,0.21885912,0.21885912
ID_917C56CAF9,0,0.014404439,0.014404439
ID_E064238C48,0,0.01585809,0.01585809
ID_B8ABBCF15A,0,0.08788048,0.08788048
ID_76537C8F60,0,0.046509504,0.046509504
ID_5B9A93B94E,0,0.09006624,0.09006624
ID_66D6DAA73D,0,0.034892432,0.034892432
ID_AFBECF1B1E,1,0.079281226,0.079281226
ID_11AA27D754,0,0.11948624,0.11948624
ID_7AFED31FB6,0,0.03917625,0.03917625
ID_EBC8E9C180,0,0.022929857,0.022929857
ID_78A5A7E27C,0,0.048280265,0.048280265
ID_0AB95F5428,0,0.16311459,0.16311459
ID_7BDBE50B9F,0,0.13962987,0.13962987
ID_E290678014,1,0.846762,0.846762
ID_E05478EA20,1,0.56924,0.56924
ID_EF89B5E033,0,0.0057902006,0.0057902006
ID_97E5D2CA7F,1,0.11135821,0.11135821
ID_16D1F2B166,0,0.36277077,0.36277077
ID_C483BFFCCB,0,0.036277678,0.036277678
ID_13BF0E2DEE,0,0.013297846,0.013297846
ID_7759E70317,0,0.090379,0.090379
ID_71BFDE0EA2,0,0.31451187,0.31451187
ID_5D2FA89CA5,0,0.18821752,0.18821752
ID_93A0F962AF,0,0.015195459,0.015195459
ID_26E99A160F,0,0.08181624,0.08181624
ID_0E18FA5476,0,0.16166644,0.16166644
ID_9D8C5F5A7D,0,0.015341999,0.015341999
ID_C417A1C0BF,0,0.6045471,0.6045471
ID_ED7ADBCF82,0,0.030599741,0.030599741
ID_D48093B71D,0,0.03420836,0.03420836
ID_38E46CF3B9,0,0.019102566,0.019102566
ID_6C5F9ED697,1,0.93968207,0.93968207
ID_6B8BA343C2,0,0.46954304,0.46954304
ID_C2FDF80467,0,0.4671008,0.4671008
ID_FE40D1E343,0,0.046966378,0.046966378
ID_A9112B090E,0,0.14869833,0.14869833
ID_1AFE7F399A,0,0.19574818,0.19574818
ID_22F350A792,1,0.039661206,0.039661206
ID_5626D6C38F,0,0.17759404,0.17759404
ID_130C2DDBC7,0,0.09118558,0.09118558
ID_0762CA4559,0,0.3339418,0.3339418
ID_93FFA53E98,1,0.6340354,0.6340354
ID_72D601A070,1,0.687655,0.687655
ID_27D4B84D09,0,0.087518856,0.087518856
ID_6ED4920B18,0,0.008824874,0.008824874
ID_88DDF6AFD4,0,0.037657954,0.037657954
ID_4FCDB64CB6,0,0.023560254,0.023560254
ID_0ED9C1A6E4,0,0.07225852,0.07225852
ID_FF48C11034,0,0.110241085,0.110241085
ID_EAE233CBF6,1,0.089663126,0.089663126
ID_1A449F73F3,0,0.69863063,0.69863063
ID_49E9258CEF,0,0.10544426,0.10544426
ID_4CFF0F70C4,1,0.040265907,0.040265907
ID_0714C6E50D,0,0.07650793,0.07650793
ID_610B3D335B,0,0.023934027,0.023934027
ID_8B59308A83,0,0.02141752,0.02141752
ID_CDED616D0E,0,0.17074962,0.17074962
ID_13C3AACC2E,0,0.0075702276,0.0075702276
ID_673A6BC3E4,0,0.024219807,0.024219807
ID_62196FAC7E,1,0.12588026,0.12588026
ID_E681F3E73E,0,0.009979395,0.009979395
ID_D3A11F762D,0,0.023890357,0.023890357
ID_1E5A4E4543,0,0.09946513,0.09946513
ID_D57939C073,1,0.05676515,0.05676515
ID_C1FE21BAB7,0,0.04329391,0.04329391
ID_8EFEB990C6,0,0.21968217,0.21968217
ID_D2A0F4340E,0,0.008904356,0.008904356
ID_5BCCFDE86D,0,0.027141754,0.027141754
ID_11DB303BA4,0,0.22555369,0.22555369
ID_269C4538CD,0,0.006284677,0.006284677
ID_1B1D7C13C7,0,0.060847513,0.060847513
ID_2E44E5BA08,0,0.06742461,0.06742461
ID_4E19E064AE,0,0.006804476,0.006804476
ID_C598CE4446,0,0.12000246,0.12000246
ID_0E4B7BEBB7,0,0.12428219,0.12428219
ID_13416D5477,0,0.01085642,0.01085642
ID_8970515CEA,0,0.03241015,0.03241015
ID_149F0206DD,0,0.04462567,0.04462567
ID_70C94E069E,0,0.008825476,0.008825476
ID_3582A0A09F,0,0.020090394,0.020090394
ID_C53FD78422,0,0.02116678,0.02116678
ID_BF0618DD80,0,0.014890282,0.014890282
ID_5027E6C199,0,0.014774951,0.014774951
ID_0D1F627463,1,0.64232665,0.64232665
ID_0F5BFE4FBC,0,0.0084433025,0.0084433025
ID_916F14FED8,1,0.7251263,0.7251263
ID_A5386DE3DC,0,0.018813489,0.018813489
ID_955A52F89B,0,0.07445704,0.07445704
ID_AAFE727E98,0,0.13834509,0.13834509
ID_E6F40A5C7D,0,0.017102676,0.017102676
ID_847E415213,0,0.008296762,0.008296762
ID_64B76749B7,0,0.019789645,0.019789645
ID_5CBDE25A4C,0,0.009651542,0.009651542
ID_449C199533,0,0.0062621403,0.0062621403
ID_EEC10C7F1D,0,0.74185413,0.74185413
ID_0F58E8FAEF,0,0.009983741,0.009983741
ID_73BE716015,0,0.069529556,0.069529556
ID_DAD81D39A6,1,0.38151088,0.38151088
ID_34403D1572,0,0.5113045,0.5113045
ID_D013060E62,0,0.035433237,0.035433237
ID_4ED2480B8B,0,0.3838079,0.3838079
ID_D01C154D36,0,0.007888356,0.007888356
ID_E139908710,0,0.06407499,0.06407499
ID_52D0D7E08A,0,0.017061014,0.017061014
ID_C420C3A2DC,1,0.31855878,0.31855878
ID_74EE893DF5,0,0.023448022,0.023448022
ID_2DC57B45FD,0,0.011748792,0.011748792
ID_D447E88FAF,0,0.024725325,0.024725325
ID_F5B2810FB5,0,0.060979255,0.060979255
ID_1520E0A1DF,0,0.44817767,0.44817767
ID_820F4BBCC8,0,0.037259787,0.037259787
ID_4FA76629E5,0,0.25677377,0.25677377
ID_09A0F505A7,0,0.019500155,0.019500155
ID_BC59821E04,0,0.010160358,0.010160358
ID_1B91D22722,1,0.44659665,0.44659665
ID_C7F88FC1FA,0,0.03700098,0.03700098
ID_D0F23B790C,0,0.013112788,0.013112788
ID_F6886E5A80,0,0.012079761,0.012079761
ID_CA40249A17,1,0.7963596,0.7963596
ID_9DC3CDC6AD,0,0.040674124,0.040674124
ID_2A81C0639E,0,0.01302438,0.01302438
ID_EE0223C051,0,0.13851976,0.13851976
ID_F226E4072F,0,0.0077524153,0.0077524153
ID_C12B55F7BC,1,0.03707415,0.03707415
ID_CD63860818,0,0.007438248,0.007438248
ID_FADBA19304,1,0.9521424,0.9521424
ID_E6DE94AE28,0,0.4043387,0.4043387
ID_CAE4F82E78,0,0.005875994,0.005875994
ID_5ACBC9DED3,0,0.00967809,0.00967809
ID_0A60E09CF0,0,0.03345014,0.03345014
ID_F6FE76FB01,0,0.009168476,0.009168476
ID_CC90653DE5,0,0.016116366,0.016116366
ID_2459FCAA14,0,0.061604314,0.061604314
ID_0301E86BCC,0,0.079629704,0.079629704
ID_CB10E0C05A,0,0.05843867,0.05843867
ID_D4156E73AA,1,0.054264598,0.054264598
ID_4F0AD77860,0,0.05740709,0.05740709
ID_DC6C600DF3,0,0.013249455,0.013249455
ID_177621E174,0,0.012049283,0.012049283
ID_6437B2B199,0,0.35145995,0.35145995
ID_93FFB07B2F,0,0.051254842,0.051254842
ID_62150694AE,0,0.017818673,0.017818673
ID_B17A5A006A,0,0.02912636,0.02912636
ID_F287EB5271,0,0.0332953,0.0332953
ID_DF4C07C881,0,0.07242861,0.07242861
ID_A797D351F2,0,0.095062554,0.095062554
ID_F89E119039,0,0.28833058,0.28833058
ID_5C2D9BDDB9,0,0.011746122,0.011746122
ID_4E1091FCF9,0,0.03642724,0.03642724
ID_B7EE4429E7,1,0.9020195,0.9020195
ID_82E7C0B1AA,0,0.24482796,0.24482796
ID_983E444F24,0,0.07986166,0.07986166
ID_DB8AD368AA,0,0.0066319406,0.0066319406
ID_DA4450D6C0,0,0.0073585673,0.0073585673
ID_A98771910A,1,0.53806853,0.53806853
ID_B03E14BEAA,0,0.01794457,0.01794457
ID_C9E136A474,0,0.20083216,0.20083216
ID_E5CA1204F7,0,0.23779011,0.23779011
ID_C1788A6993,0,0.012692377,0.012692377
ID_8840F7E585,0,0.04246329,0.04246329
ID_195142E99C,0,0.48073632,0.48073632
ID_1B9D26501F,0,0.102002576,0.102002576
ID_BF1E1713C6,0,0.0182192,0.0182192
ID_C3CEC9E2D8,0,0.018045755,0.018045755
ID_E25A950CF3,0,0.0052302433,0.0052302433
ID_EBE34B712F,0,0.015330312,0.015330312
ID_6F2CFF17DF,1,0.5095509,0.5095509
ID_2A47F027AC,1,0.6799239,0.6799239
ID_C7ACF1D3FC,0,0.023580072,0.023580072
ID_299C5857DF,0,0.07693121,0.07693121
ID_D20397E4F7,0,0.014625024,0.014625024
ID_31F9371D7B,0,0.17509562,0.17509562
ID_9F2E612A4A,0,0.21480666,0.21480666
ID_1D64D1864B,1,0.33092085,0.33092085
ID_E681FE7A37,0,0.04616633,0.04616633
ID_49E80A2F8A,0,0.016837692,0.016837692
ID_48AB78F308,0,0.06745774,0.06745774
ID_928C8CECE6,0,0.012520668,0.012520668
ID_B5B13FB91E,0,0.15228431,0.15228431
ID_7761E86F00,0,0.01556001,0.01556001
ID_EB555589A1,0,0.014722584,0.014722584
ID_51AD56796B,1,0.7717137,0.7717137
ID_17647459C4,0,0.0056854924,0.0056854924
ID_75CA51C112,0,0.055772178,0.055772178
ID_CD9DF6D4ED,0,0.0121142045,0.0121142045
ID_B6BFD97CD2,0,0.006439478,0.006439478
ID_B57C380204,0,0.0136928605,0.0136928605
ID_C12E373802,0,0.42159632,0.42159632
ID_BC5E3E0370,0,0.07179705,0.07179705
ID_BA4E20C659,0,0.0282255,0.0282255
ID_0337BB0214,0,0.055000525,0.055000525
ID_D7C515DD62,0,0.026491448,0.026491448
ID_D65B643DF0,0,0.02338048,0.02338048
ID_D285C746C6,0,0.013384429,0.013384429
ID_F92AD457FA,0,0.012137148,0.012137148
ID_00148760E8,0,0.028508406,0.028508406
ID_73A6E9B8CD,0,0.03356652,0.03356652
ID_742F36AEF6,0,0.022346692,0.022346692
ID_1FA08C5EE6,0,0.074543975,0.074543975
ID_158FA55EB8,0,0.025755107,0.025755107
ID_BF1BD83DD6,0,0.03342887,0.03342887
ID_9E70224258,1,0.7395118,0.7395118
ID_D9A6D67F2A,0,0.00793943,0.00793943
ID_50D39C7CC3,1,0.25748667,0.25748667
ID_F5FB1B5382,0,0.020049684,0.020049684
ID_81C0F021B5,0,0.03468985,0.03468985
ID_A9D4408F17,0,0.10763025,0.10763025
ID_961FADEEC0,0,0.032505345,0.032505345
ID_8B784E67EC,0,0.015413063,0.015413063
ID_36F2A95C0C,0,0.077778354,0.077778354
ID_97F8E6F344,0,0.025139134,0.025139134
ID_E400E15559,0,0.0143768955,0.0143768955
ID_57D86D6B54,0,0.29552594,0.29552594
ID_5B81EB5C0C,0,0.00917041,0.00917041
ID_177A4B1757,0,0.022930225,0.022930225
ID_CFF4B9CBE4,1,0.9759832,0.9759832
ID_31EF48CEFC,0,0.10240245,0.10240245
ID_1F88B07212,0,0.084160395,0.084160395
ID_D77FB582AB,0,0.27636555,0.27636555
ID_ADAEB50A8A,0,0.10166319,0.10166319
ID_C1F268DE28,0,0.012228189,0.012228189
ID_7DAAEA6112,1,0.997939,0.997939
ID_3A0276AB99,1,0.8156234,0.8156234
ID_FCE1E68084,0,0.07917413,0.07917413
ID_48A8ED1DAF,1,0.5641376,0.5641376
ID_028E3A99E8,0,0.040633556,0.040633556
ID_4260C01120,0,0.20961817,0.20961817
ID_E5CE37D402,0,0.031333808,0.031333808
ID_07D55EFA16,0,0.007877832,0.007877832
ID_30E86826AF,0,0.010395004,0.010395004
ID_2C6C3F5FE6,0,0.15097709,0.15097709
ID_44E8986F9C,0,0.01863625,0.01863625
ID_B9F87BF6A8,0,0.040124975,0.040124975
ID_D0245DE908,0,0.011742846,0.011742846
ID_B21D975013,0,0.014391565,0.014391565
ID_8C27462806,0,0.03846598,0.03846598
ID_4EA516AF57,0,0.014044639,0.014044639
ID_269564B819,0,0.17286901,0.17286901
ID_0775189395,0,0.01795758,0.01795758
ID_3EB7A5205C,0,0.43656898,0.43656898
ID_1A9315C92F,0,0.0141940415,0.0141940415
ID_93635B7102,0,0.16716814,0.16716814
ID_E96DBEEBBF,0,0.019830048,0.019830048
ID_19DF634EB0,0,0.010166514,0.010166514
ID_B7B8F6B02C,0,0.052826516,0.052826516
ID_6CE4CBED1F,0,0.0067870333,0.0067870333
ID_477780C7D0,0,0.009882696,0.009882696
ID_5BD0664B7D,0,0.063404486,0.063404486
ID_414D22CC18,1,0.44699016,0.44699016
ID_AC83D75AE6,0,0.3213112,0.3213112
ID_3B5F3F025B,0,0.044424072,0.044424072
ID_5FD1633C6F,0,0.013904847,0.013904847
ID_94EAA7D535,0,0.056430757,0.056430757
ID_54B595E958,0,0.020107586,0.020107586
ID_9D4B0ABEBF,0,0.05658223,0.05658223
ID_1A89AAC9EA,0,0.011949072,0.011949072
ID_B3FA9BBC0E,0,0.045911185,0.045911185
ID_283324C2E4,0,0.12664177,0.12664177
ID_BF1E00A4EA,0,0.28651407,0.28651407
ID_8F74A28B8F,0,0.54883593,0.54883593
ID_5723CDA6EF,0,0.007347553,0.007347553
ID_864DD09FED,0,0.8030516,0.8030516
ID_5BFF454BE3,0,0.022304507,0.022304507
ID_21AFEBB4D7,0,0.02207801,0.02207801
ID_AAE4AF5B12,0,0.04299051,0.04299051
ID_E751FDF739,0,0.012359281,0.012359281
ID_265C6DD726,0,0.6633441,0.6633441
ID_E56459BA94,0,0.04598458,0.04598458
ID_EF906F3730,0,0.0061013843,0.0061013843
ID_CC062F04BC,0,0.014954178,0.014954178
ID_16E3AD7415,0,0.24434084,0.24434084
ID_900839E03B,0,0.00974672,0.00974672
ID_950A611625,1,0.9722832,0.9722832
ID_EC10CE9E21,0,0.4808861,0.4808861
ID_A73E6932C6,0,0.039619006,0.039619006
ID_65C8EA4F38,0,0.017938878,0.017938878
ID_C893254849,0,0.016919224,0.016919224
ID_3BFB097F7F,0,0.009351285,0.009351285
ID_2863F2AA05,1,0.24142769,0.24142769
ID_6D75EDE0C4,1,0.120023884,0.120023884
ID_FF7D5BF0D6,1,0.030448591,0.030448591
ID_480486ADF1,0,0.010676775,0.010676775
ID_B68E5B6E22,0,0.015840095,0.015840095
ID_EB40080748,1,0.5848858,0.5848858
ID_6893A66664,0,0.08980293,0.08980293
ID_8D78BBBE22,0,0.28530544,0.28530544
ID_19060EA799,0,0.009462265,0.009462265
ID_63B57486BB,1,0.11819988,0.11819988
ID_25DF115BAF,0,0.07830698,0.07830698
ID_F86AFA4B35,0,0.28193647,0.28193647
ID_A509FE317F,0,0.030418318,0.030418318
ID_F9793D4BB5,0,0.081327975,0.081327975
ID_A8E802ABB0,0,0.008220745,0.008220745
ID_83FD9C3201,0,0.06120696,0.06120696
ID_17D67B50CA,0,0.19529234,0.19529234
ID_B0EE002581,1,0.42610374,0.42610374
ID_0E7F2A1703,0,0.006795117,0.006795117
ID_F2487CBFF0,0,0.0875871,0.0875871
ID_4A39F43399,0,0.07469604,0.07469604
ID_8D63E61E00,1,0.864323,0.864323
ID_3C3E4CDF06,0,0.018707104,0.018707104
ID_C0BD71C8D4,0,0.006199268,0.006199268
ID_6130B45CF0,0,0.040023804,0.040023804
ID_DE3044D886,0,0.1523631,0.1523631
ID_C2F783F306,0,0.006855876,0.006855876
ID_149E3A149B,0,0.016443701,0.016443701
ID_EB02D23FDE,0,0.03358092,0.03358092
ID_839CD847F8,0,0.0273454,0.0273454
ID_3156AB2C32,0,0.018108604,0.018108604
ID_F48283EAAD,0,0.053458214,0.053458214
ID_9A3F71C5AB,0,0.062719114,0.062719114
ID_3098A4A2D7,0,0.009649061,0.009649061
ID_8C77913FF8,0,0.016752115,0.016752115
ID_9F32D5341C,0,0.020534646,0.020534646
ID_0510151502,0,0.011648681,0.011648681
ID_54FCF6A12E,0,0.18292768,0.18292768
