ID,target,oof_prediction,oof_catboost,oof_xgboost,oof_lightgbm_goss,oof_hist_gbm
ID_28F61D8856,1,0.5318813135636915,0.5389531,0.48292875,0.52826744,0.54099834
ID_2F92AC9A6B,0,0.007058688178626236,0.007657934,0.0038519066,0.0042567286,0.0076709525
ID_E5C56ADEB0,0,0.022579492895221296,0.022671452,0.024131509,0.016729932,0.025283223
ID_FC2D43B280,1,0.9410431260081711,0.9463012,0.91427106,0.91283584,0.8696866
ID_B648BBB4E4,0,0.039992043655137706,0.042149734,0.02788359,0.031392787,0.027704837
ID_A7C5442366,0,0.12285650882223352,0.1266201,0.10096302,0.109906815,0.118373066
ID_4EFB3223D1,0,0.7532933139044709,0.7667153,0.6778839,0.70003575,0.5945306
ID_EFC14D0E7A,0,0.13676313052916708,0.14082427,0.11219657,0.12528755,0.118709125
ID_2D9AB13D4A,0,0.10457089066112812,0.10516413,0.10184277,0.10061311,0.11534808
ID_472254CCDA,1,0.8716817229730578,0.8857344,0.8036216,0.78704196,0.7927738
ID_A9D560C0AD,0,0.013185444053721327,0.013368174,0.012830906,0.010678428,0.013897121
ID_A6CFBAC71E,0,0.040358692666173916,0.04178497,0.031722218,0.03635149,0.023869822
ID_F95C00D470,0,0.010996966530824498,0.012265276,0.0044696718,0.0043775453,0.010309254
ID_963DBE24E0,0,0.03887139032567242,0.043082625,0.015601986,0.021125352,0.03610673
ID_1C1E76012A,0,0.023717229773778267,0.026238972,0.0101197595,0.01219836,0.021345938
ID_CD67555F94,0,0.03176469089812232,0.035225634,0.013527623,0.014829829,0.020635324
ID_68EEED7F70,0,0.12571744113627442,0.11794492,0.16603845,0.16543426,0.12951289
ID_953DA63EA0,0,0.07457756899163741,0.07591012,0.06594048,0.07233999,0.07005631
ID_DCAFA4E0DA,0,0.08210680227215504,0.07806724,0.10493219,0.097791605,0.07855089
ID_3BEAB34638,0,0.00959254361025711,0.009401566,0.010124613,0.011784441,0.009755398
ID_EA56384665,0,0.00790704091048934,0.008828711,0.0033135805,0.002699415,0.00709586
ID_637AB592A5,1,0.8195345342383862,0.80909044,0.8889436,0.83252645,0.8437101
ID_B0F1794098,0,0.019955087854018023,0.02051229,0.01708751,0.017046899,0.018316919
ID_2FC57EAB2E,1,0.8201373656848856,0.88688725,0.46514502,0.50216687,0.4762833
ID_FD843A3F5D,0,0.22045635195269533,0.22510116,0.1897314,0.21429835,0.259221
ID_0B0B49790E,0,0.013357086801825646,0.012434129,0.018954853,0.0159263,0.021861762
ID_01745A3887,0,0.02261743511446547,0.022366414,0.021002933,0.0316332,0.026984714
ID_95C740413B,1,0.8165142045289175,0.8055589,0.86961466,0.8823881,0.8816991
ID_0B0BF8FB48,0,0.11211332096148684,0.1215672,0.055919852,0.0827623,0.09085688
ID_88B5AB8373,0,0.10702781066698942,0.10102654,0.13781881,0.13859881,0.11710491
ID_0CE82F1F3D,0,0.6731448612236842,0.66640025,0.7154228,0.6882828,0.7062888
ID_223F338B99,0,0.006555358353608369,0.0072653033,0.00251648,0.0038713224,0.0074715056
ID_FA2F24DFCF,0,0.01604261262409342,0.016115954,0.015831836,0.01521794,0.018714085
ID_AEDF10D041,0,0.027818212608542343,0.030087449,0.0151501745,0.01859839,0.024191326
ID_821D269AC6,1,0.2245678104367577,0.2167256,0.2760285,0.2360645,0.3306948
ID_15B31D0121,0,0.04794945410599742,0.045278728,0.06257547,0.059551757,0.058599252
ID_FEA5D773FD,0,0.006582472797708006,0.006816169,0.004904205,0.006623652,0.008964033
ID_0BE78E056B,0,0.05391922753240943,0.057920765,0.03338122,0.03288713,0.039896365
ID_C4D5DA8874,0,0.012355097095637896,0.013415965,0.006892165,0.0068268813,0.009702064
ID_5C3EA0AA45,0,0.565979817575017,0.56796694,0.5335326,0.6145223,0.5195401
ID_BD0B58C6C6,1,0.9137722481624488,0.93220854,0.81931406,0.8164293,0.77580947
ID_4987E90722,0,0.31152017149146427,0.3042042,0.3343931,0.3888848,0.38049224
ID_2A614B971A,1,0.3867154156862745,0.3614993,0.524333,0.49752346,0.44784284
ID_F9937021D0,0,0.1350453930377405,0.14491136,0.08245238,0.088374786,0.11695526
ID_86681608C9,0,0.017588630734833088,0.018497737,0.013114267,0.012302239,0.016160553
ID_EF889C9F80,0,0.007177080494244678,0.007629691,0.0051114243,0.0041157627,0.0066241734
ID_CA37876ED3,0,0.03688532180288648,0.03821272,0.02894005,0.03291074,0.036758978
ID_6B5E233587,0,0.07326535569676497,0.07614401,0.056631994,0.06306281,0.10632519
ID_175F60E553,0,0.015176784295155968,0.0146422535,0.017763836,0.018401057,0.01855895
ID_3165B056FF,0,0.011235752087480235,0.011836558,0.007835323,0.008917787,0.012805697
ID_1CD4F4AD73,1,0.9431042790424228,0.9488471,0.9169788,0.90403867,0.8614449
ID_A89D6D461E,0,0.4729714406436893,0.46700522,0.49372458,0.53049463,0.52384466
ID_CADC3FD90F,0,0.08194820431519165,0.07862351,0.0976732,0.10297313,0.07991198
ID_C844821C10,0,0.05671433103936875,0.052556306,0.079945914,0.07355691,0.050226808
ID_A4FD0FABB5,1,0.2440602572026303,0.24670191,0.21080667,0.28239366,0.34256577
ID_FA09216064,0,0.048091018644738456,0.044285834,0.06950405,0.06309918,0.05917369
ID_B178E53536,0,0.007024529220926018,0.007456886,0.0046890764,0.0050605875,0.008328725
ID_65717E0BA9,0,0.012753692719272021,0.013290941,0.009590102,0.011006738,0.012517795
ID_DC412C6BA9,1,0.6977897444977519,0.7102924,0.6210148,0.6654947,0.5333112
ID_86A327773D,0,0.026816071427109782,0.026630988,0.027477106,0.028554855,0.030161498
ID_F81BD52B56,0,0.04284260676798798,0.04594772,0.02779334,0.024168262,0.031255413
ID_4849300D94,0,0.2536608025244815,0.23182029,0.34491456,0.42371657,0.41123894
ID_36EA4479D4,0,0.041170322273195226,0.041458208,0.038228393,0.043539617,0.03888166
ID_5C68CF9E6C,0,0.02806997062493376,0.0266561,0.034303833,0.038213205,0.035426605
ID_142F6CAE30,0,0.013289523690738058,0.013936902,0.009252072,0.011781946,0.012236697
ID_DE6762859D,0,0.046501998400057136,0.04725917,0.040646076,0.047744602,0.05458492
ID_15F54507E5,0,0.0861276498679487,0.08742332,0.07807286,0.083042,0.0732402
ID_E07556418D,1,0.4898275775908148,0.50727886,0.3886695,0.42882916,0.46458444
ID_C513E9DC82,0,0.3903400479302382,0.3937153,0.36768198,0.3867432,0.35356006
ID_1163A35B7C,1,0.5986469686718567,0.578147,0.70067114,0.7148593,0.75343084
ID_B27C902258,0,0.013905692476947425,0.013816327,0.014530487,0.013934956,0.015426549
ID_FCE189A58D,0,0.03374202907300711,0.034153547,0.031187417,0.032752246,0.03228723
ID_586582275D,0,0.2153020453270693,0.2020518,0.26695183,0.32831392,0.21795388
ID_0BC2975133,0,0.056451690269690255,0.059287872,0.043246105,0.03796227,0.061169952
ID_96FAE51D6B,0,0.4400158368528699,0.42815343,0.5133454,0.4693682,0.5106017
ID_164845C2D9,0,0.06709096063725324,0.06695363,0.0640584,0.07772179,0.074161224
ID_4154ABD725,0,0.016605490080583193,0.017943384,0.009029298,0.011454378,0.010960344
ID_F3DB339FF3,0,0.008947133730051425,0.0097425105,0.004129492,0.0067162565,0.010399642
ID_A0D1A70B32,0,0.006338995726371709,0.0054527004,0.011350322,0.009771434,0.010533872
ID_3823698DC4,1,0.8477136281242124,0.87123543,0.72213554,0.7369464,0.65048
ID_99DC2C6C4C,0,0.01374153663832113,0.014339811,0.010589353,0.010813144,0.018502882
ID_98BCEC6A9B,0,0.026677407748674116,0.02811379,0.019366495,0.018965093,0.018873056
ID_529727AC34,0,0.07142393868119688,0.07474304,0.057280242,0.046312,0.070548646
ID_86F5B3BB9D,0,0.017176273535580894,0.018016635,0.0132306265,0.011784901,0.019058032
ID_3B00526086,0,0.021045403648397912,0.022968138,0.0103303185,0.01318409,0.010606001
ID_4B481B7749,0,0.15314120844253584,0.16062675,0.109593056,0.127394,0.103503875
ID_1B4E6EBD1C,0,0.02779080944172244,0.028042043,0.02761151,0.023526952,0.023616632
ID_EE6D3225FC,0,0.30052215085019884,0.3078045,0.25555193,0.28237844,0.30058333
ID_AE183A1A88,0,0.015308964258478093,0.01576169,0.012189201,0.015040225,0.013997394
ID_D8BFFEA889,0,0.006214020503154042,0.0069032996,0.002652304,0.002654723,0.006231083
ID_9202BC72B3,0,0.03138678008409817,0.033581343,0.019905277,0.020429732,0.023630016
ID_8D4F92705A,0,0.06102410916312851,0.061958257,0.052995473,0.06468878,0.069647014
ID_422C2CED59,1,0.013505808300836513,0.014062761,0.009780972,0.012875172,0.013845014
ID_7F1681505B,1,0.11737409508479377,0.1164912,0.12043037,0.12592584,0.08220767
ID_2CFA5A94FD,0,0.025480988490905968,0.026354516,0.020352595,0.022599785,0.019205108
ID_26A51A0BA1,1,0.594526513000097,0.60203403,0.562721,0.5372315,0.48515406
ID_014F8E39B0,0,0.004410729232094639,0.0043511405,0.004281107,0.0058784722,0.006558193
ID_E574B6E30F,0,0.01004555265946898,0.010912129,0.005380502,0.0060670166,0.008256793
ID_D556461ECB,0,0.08567544902136377,0.08389791,0.09032344,0.10688349,0.084938504
ID_496CACBC83,0,0.3372732279281446,0.33319992,0.3588339,0.3569478,0.34465837
ID_F7D32DA997,0,0.054554184970225766,0.055544067,0.04429084,0.06309237,0.06300264
ID_85E5F8D684,0,0.09762206225128874,0.098642014,0.09098398,0.09598137,0.1094564
ID_ABCB658270,0,0.14894177649968873,0.15416162,0.12130136,0.123758376,0.13156633
ID_794BF6B8EB,0,0.08005707384438335,0.07805852,0.09046797,0.09015518,0.10214824
ID_B710EE8A5E,0,0.007688569570519965,0.008101622,0.0055045094,0.0056874044,0.011909261
ID_2917477431,0,0.011290039793877295,0.011982718,0.006962107,0.009698099,0.012653988
ID_2191FBCB4D,0,0.006014725470035647,0.006443793,0.0035168722,0.0045434074,0.0075408104
ID_4075D549E3,0,0.04059158294414903,0.043614823,0.024682552,0.02574116,0.030235594
ID_37DCAB6638,0,0.035553073353342374,0.036749225,0.02753299,0.034252662,0.038380582
ID_B4F4246B7C,1,0.5255860528193808,0.50948644,0.61230844,0.59936017,0.58640796
ID_0F1FBD2C79,0,0.011885393359458613,0.012166305,0.011155274,0.008522068,0.011073719
ID_767BEC06DC,0,0.09689484563722411,0.09617742,0.09904138,0.10473714,0.07100856
ID_2218EEE8BE,0,0.01091705058586911,0.011687915,0.00696981,0.0068408805,0.010971442
ID_FA598E0CFD,0,0.008205145701832606,0.009122341,0.0031544801,0.0042941165,0.0055043623
ID_5BEB982151,1,0.8795039059414718,0.9259861,0.6568622,0.5929592,0.562827
ID_D5FC90ED4F,0,0.015234267049629473,0.015920749,0.009509517,0.017462587,0.013846394
ID_2DBE9C9ABB,0,0.15836534840215885,0.15629454,0.16110437,0.19016688,0.19286472
ID_178824BABB,0,0.01882672437679097,0.019028747,0.018495644,0.01589358,0.021230308
ID_3A4385CAB1,0,0.009392715924324255,0.009355987,0.009196582,0.010605567,0.015676739
ID_84C1F92C40,1,0.13487711939424765,0.14239499,0.10366979,0.07580092,0.09936605
ID_A5B3345BD6,0,0.0068272829046853115,0.007427005,0.0035101671,0.004308866,0.008056432
ID_8FA94A4D76,0,0.1130040596804659,0.118890345,0.08379366,0.07941142,0.09488493
ID_BFFFA202D3,0,0.1508635417818135,0.14793389,0.15622132,0.19192316,0.24876988
ID_9E649B3E2A,0,0.05120596987859434,0.05475403,0.033638503,0.030852422,0.041756377
ID_1DE6E1B564,0,0.005838583242734632,0.0062059066,0.003625599,0.004776725,0.009138533
ID_CC499AEDFF,1,0.9434274698485373,0.9842858,0.7324001,0.7321783,0.780978
ID_0179C99439,0,0.0758949394360242,0.084269494,0.031474393,0.035690565,0.06845055
ID_2D90F8A2D2,0,0.014944329511252158,0.014976204,0.0140655255,0.01667302,0.018923765
ID_788EEA359D,0,0.018468873446232558,0.01852014,0.018119464,0.018428193,0.024472808
ID_3A0D115567,0,0.014919823362093639,0.014736828,0.015446269,0.016976053,0.02017132
ID_323922AE99,0,0.07959567579511119,0.084177524,0.05661495,0.05409305,0.08687963
ID_8FB6AA4FEE,0,0.1327460298276624,0.1227671,0.1946168,0.15694942,0.15593766
ID_90140EA508,0,0.05681609369911432,0.059357405,0.045640457,0.038507078,0.054526072
ID_C48AD5CC33,0,0.0073527258172843245,0.008348634,0.0021132121,0.002457567,0.0064546824
ID_6A7D7DC8C9,0,0.010238210514780128,0.010269887,0.0097496575,0.010935973,0.01277108
ID_49E12BDCF0,0,0.015546716814298674,0.016319996,0.011740569,0.011050917,0.01667578
ID_36356CA3C5,0,0.1449587411680743,0.14895312,0.118575715,0.1395585,0.12094263
ID_7F30F94C0F,0,0.133420131932306,0.13378292,0.1368571,0.11746403,0.13158
ID_8E55C41460,0,0.030090988826723314,0.030615726,0.02907796,0.022878245,0.022391347
ID_009C740DF0,0,0.052771599860951396,0.05638029,0.033886135,0.034768734,0.025286784
ID_F407B3E1A1,0,0.035960953205119744,0.036722157,0.032063495,0.031935025,0.0407583
ID_6527351369,0,0.007839142478396998,0.008278686,0.0051975516,0.0065513044,0.0078235185
ID_FF66E52BA0,0,0.0033943723943208612,0.0034404695,0.003041219,0.0034611179,0.007187056
ID_4FF4243F11,0,0.019670809680239286,0.020054506,0.01682973,0.019965364,0.018978523
ID_4D1F775EEE,0,0.243006211796189,0.23182039,0.2944928,0.31750777,0.29595277
ID_EF0D28B90E,0,0.008138814167245668,0.007981493,0.00864659,0.009760234,0.017042799
ID_35A37A5061,1,0.08150059162505162,0.08828353,0.042831566,0.056071233,0.07968471
ID_3BC17B0283,0,0.007913181718596294,0.008641564,0.004272539,0.0038254976,0.0077300705
ID_887FFD97F4,0,0.2244051002946267,0.2152942,0.25823984,0.30656603,0.33630586
ID_13336C4BFE,0,0.0050984365716887714,0.00561172,0.0024633645,0.0024022867,0.006373953
ID_ED96135A25,0,0.050033433562925896,0.056837346,0.013563368,0.01837834,0.02651512
ID_B6F6A47AEB,0,0.005320810486163432,0.005949009,0.0019163443,0.0024968078,0.004540841
ID_0B7AF5B8F9,0,0.13268974774250913,0.13946217,0.10366062,0.08190047,0.09599098
ID_CBD44F0062,0,0.0057974932274909435,0.0062590563,0.0032541652,0.00383375,0.0063649355
ID_D2CE46E785,0,0.03148149804244277,0.03527089,0.011428654,0.013165007,0.011457837
ID_1BA105E591,0,0.012771464137648243,0.012309511,0.015529107,0.014174349,0.01693517
ID_33B4FDACD9,0,0.05934760778477815,0.055881668,0.08027268,0.069250025,0.08407558
ID_8BFB7672EA,0,0.0867850819657487,0.088659495,0.0795523,0.070602655,0.08250924
ID_E85E7C7766,0,0.012337800039735197,0.013062638,0.008723746,0.008246482,0.010387554
ID_59BEFE1039,0,0.034785907791123276,0.036742244,0.025142645,0.023449004,0.037363533
ID_D9FD6F9E51,0,0.009468194015730772,0.010144294,0.005668673,0.0067879916,0.009101492
ID_D0D4603D97,1,0.11725032886729375,0.1190809,0.10556525,0.11369929,0.12867318
ID_5DEA1A08D2,0,0.10986562418886406,0.1184867,0.07114027,0.049911197,0.08764455
ID_CCB29E935D,0,0.009791085377283763,0.010049912,0.008374772,0.00866368,0.009243344
ID_14CC8266D3,0,0.017982902581090268,0.019045835,0.01249278,0.0124878315,0.017242802
ID_ACDBDE9406,0,0.005981314287542485,0.0067125824,0.0020634083,0.0025743057,0.006011342
ID_B02880C859,1,0.40990109336924485,0.3951262,0.47273126,0.52203137,0.45153868
ID_C8C056919A,0,0.3649506817297694,0.37345466,0.313817,0.34010342,0.43285367
ID_C0DDDBCCAB,0,0.07638573957609203,0.07990972,0.058130775,0.0583092,0.07223802
ID_AE58292F7A,0,0.5004263380012247,0.49790958,0.5059245,0.5333249,0.4723949
ID_C8B48B0D8C,0,0.019448735288296635,0.020384563,0.013795574,0.01678362,0.022738995
ID_74D82C42ED,1,0.37318080728014447,0.3668196,0.39696005,0.43013212,0.47078326
ID_9CDA6D97EE,0,0.32071808005476504,0.33939508,0.21223344,0.25602284,0.28739592
ID_6D71FFCE74,0,0.046874383421282216,0.04903109,0.031472135,0.047026515,0.030648574
ID_BC165A7047,0,0.15914026516754054,0.1694401,0.104604445,0.109436154,0.1701053
ID_80854A4CD1,0,0.010511210150248956,0.01136406,0.005592361,0.007464491,0.009868612
ID_B47D72798E,0,0.011643937036501385,0.012110663,0.0088648135,0.0102079725,0.01286232
ID_31949966B7,0,0.029646284605326152,0.03311772,0.011622034,0.011949266,0.022310236
ID_168FA2C713,0,0.049405086313178234,0.04835066,0.05403003,0.057033572,0.06236155
ID_EF5B6D237D,0,0.08149513369509331,0.07978511,0.08873105,0.09456825,0.09823739
ID_3AFF484789,0,0.31524596159660867,0.29629174,0.40631315,0.43134966,0.38180837
ID_764531AAF9,0,0.03889227320067088,0.04312004,0.016653242,0.018102514,0.024234213
ID_CD4816B1C7,0,0.07188688081337946,0.066417105,0.09492762,0.11398015,0.109699406
ID_B527916891,0,0.006997557096498191,0.007718295,0.0033026878,0.003197855,0.0068645966
ID_FA6D486177,0,0.13013564189757515,0.12416977,0.15951957,0.16476957,0.16174656
ID_B443D8A955,0,0.015369935608954523,0.015463485,0.015075165,0.01438675,0.017395196
ID_9B1D804682,0,0.2493675933959281,0.24552484,0.26069045,0.29183656,0.2725334
ID_917C56CAF9,0,0.017484944309827097,0.018942779,0.010110188,0.009537221,0.016081847
ID_E064238C48,0,0.01973835778440914,0.017592415,0.029988362,0.03304332,0.026534595
ID_B8ABBCF15A,0,0.0859397904183435,0.08337617,0.09727097,0.10425726,0.09353351
ID_76537C8F60,0,0.053248435287031236,0.05386289,0.048249513,0.05491111,0.04615898
ID_5B9A93B94E,0,0.10170246784805169,0.096544325,0.13000543,0.12396538,0.15045974
ID_66D6DAA73D,0,0.03340983970799242,0.03538824,0.02409555,0.020784538,0.025206385
ID_AFBECF1B1E,1,0.07243952009559784,0.07068658,0.07896436,0.08820748,0.09445176
ID_11AA27D754,0,0.1054460068518054,0.10514023,0.10058966,0.12408974,0.12094301
ID_7AFED31FB6,0,0.05294821535921056,0.054011196,0.04485036,0.054366123,0.064592354
ID_EBC8E9C180,0,0.019947508159944543,0.020940581,0.014584153,0.015434161,0.026987387
ID_78A5A7E27C,0,0.04919477226852475,0.047093775,0.061221804,0.056940455,0.049847413
ID_0AB95F5428,0,0.19572786899401,0.18643092,0.24734773,0.23424472,0.18175368
ID_7BDBE50B9F,0,0.19717180656381053,0.17621537,0.31039163,0.29231182,0.307236
ID_E290678014,1,0.8574169047255108,0.878016,0.76253265,0.7204048,0.7986712
ID_E05478EA20,1,0.6422997461413844,0.64611584,0.6039428,0.67200917,0.5586863
ID_EF89B5E033,0,0.005764382657688271,0.0060887462,0.0038959377,0.0045994357,0.008113618
ID_97E5D2CA7F,1,0.1303780995959058,0.12918152,0.12611258,0.16425942,0.13349988
ID_16D1F2B166,0,0.35691340254816645,0.34510732,0.42366505,0.40264332,0.43449607
ID_C483BFFCCB,0,0.04249917720329083,0.03887458,0.061950594,0.059301566,0.04393336
ID_13BF0E2DEE,0,0.015283627847962344,0.015470144,0.014180061,0.014691089,0.023332097
ID_7759E70317,0,0.08930611252473535,0.09011949,0.091587454,0.067914166,0.09292775
ID_71BFDE0EA2,0,0.2716192354380996,0.26934227,0.28726894,0.2730795,0.3838404
ID_5D2FA89CA5,0,0.21735626565223232,0.18830825,0.36000004,0.38712296,0.35343602
ID_93A0F962AF,0,0.01840400169664157,0.015638836,0.033164386,0.03143155,0.031110542
ID_26E99A160F,0,0.06490976079749583,0.06874728,0.0450598,0.04514743,0.05184248
ID_0E18FA5476,0,0.2062469399287783,0.22151382,0.11092771,0.17097421,0.10746547
ID_9D8C5F5A7D,0,0.012291135746195395,0.013853274,0.0038929924,0.005089143,0.009831838
ID_C417A1C0BF,0,0.6179935315727214,0.6015495,0.7224538,0.6512362,0.6737636
ID_ED7ADBCF82,0,0.03041041667651388,0.032038644,0.020779317,0.02523067,0.019726291
ID_D48093B71D,0,0.030786075424145427,0.032654587,0.02116705,0.021041622,0.027060919
ID_38E46CF3B9,0,0.01903813297803466,0.017892292,0.024067154,0.027319698,0.025709435
ID_6C5F9ED697,1,0.9312400760754337,0.96595263,0.751751,0.752306,0.70874494
ID_6B8BA343C2,0,0.38948046201957803,0.39224473,0.35343346,0.43290713,0.44978
ID_C2FDF80467,0,0.4417176965907317,0.46068367,0.33962002,0.35463738,0.32276595
ID_FE40D1E343,0,0.046871347308423496,0.050507773,0.027569324,0.029449718,0.03597072
ID_A9112B090E,0,0.16772936553709977,0.16609006,0.17547669,0.17811263,0.17787264
ID_1AFE7F399A,0,0.19314547495593215,0.18735646,0.2258777,0.21556585,0.21259667
ID_22F350A792,1,0.04805555301093275,0.051078256,0.031476267,0.03499231,0.046048254
ID_5626D6C38F,0,0.1766461423578591,0.17077398,0.20216219,0.21976714,0.20403898
ID_130C2DDBC7,0,0.16173702830864875,0.1612785,0.15621091,0.18503802,0.19241787
ID_0762CA4559,0,0.2762596554597384,0.2731074,0.26942357,0.35384774,0.37332174
ID_93FFA53E98,1,0.5766055815215281,0.5937914,0.45157656,0.5839034,0.61422396
ID_72D601A070,1,0.7441297307192598,0.7298004,0.8272888,0.79395676,0.75764376
ID_27D4B84D09,0,0.08653381698988105,0.08460363,0.09563475,0.09881532,0.070263125
ID_6ED4920B18,0,0.007670765009406144,0.008242502,0.0045558554,0.0051441505,0.0075289593
ID_88DDF6AFD4,0,0.031129634503806528,0.032504473,0.023823539,0.024565503,0.028348668
ID_4FCDB64CB6,0,0.038114658931600064,0.0326933,0.06494928,0.06923587,0.05577908
ID_0ED9C1A6E4,0,0.08668044378077261,0.09211152,0.05749161,0.061617628,0.07556623
ID_FF48C11034,0,0.12927902948930003,0.122053295,0.16103481,0.1813903,0.16669272
ID_EAE233CBF6,1,0.1582188275338544,0.15553068,0.17050044,0.17636554,0.1382647
ID_1A449F73F3,0,0.7534950643251842,0.73427296,0.8620248,0.8283537,0.7338591
ID_49E9258CEF,0,0.09277007028308146,0.09775582,0.061869323,0.08064666,0.06260899
ID_4CFF0F70C4,1,0.045150319863334926,0.037401542,0.08524481,0.08501979,0.08083439
ID_0714C6E50D,0,0.06944325041672389,0.07201984,0.050181124,0.0719085,0.08451897
ID_610B3D335B,0,0.022531671953183653,0.023477247,0.016976118,0.0194239,0.024530264
ID_8B59308A83,0,0.019180922384222063,0.020642295,0.012473474,0.009397216,0.018062668
ID_CDED616D0E,0,0.20006748501863295,0.18221615,0.30027172,0.27114135,0.25766692
ID_13C3AACC2E,0,0.006527139293052673,0.007005269,0.0038919153,0.004494525,0.010120142
ID_673A6BC3E4,0,0.024774118440738437,0.026031727,0.017932853,0.019188993,0.018568998
ID_62196FAC7E,1,0.11732715540686399,0.12466299,0.07949111,0.07925962,0.09693992
ID_E681F3E73E,0,0.012148414493085138,0.011967347,0.013758262,0.011295862,0.01809276
ID_D3A11F762D,0,0.0250486958387952,0.023307515,0.035566896,0.030007208,0.0423872
